Id,colony,image,area,xcoord,ycoord,b_pres
0,Coulman Island,2024-08-06-12-10-54_UMBRA-05_GEC.tif,1420.127182,169.6362839,-73.34644989,yes
0,Coulman Island,2024-08-08-19-29-30_UMBRA-05_GEC.tif,1436.603671,169.6322459,-73.34514344,yes
0,Coulman Island,2024-08-08-19-29-30_UMBRA-05_GEC.tif,490.5827906,169.6332287,-73.34502562,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,165.1093966,170.5970496,-71.98318036,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,92.14687537,170.5996313,-71.98388446,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,537.5281348,170.5988352,-71.98379583,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,268.5246151,170.5985757,-71.9834896,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,59.15880106,170.5990393,-71.9834458,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,309.4287005,170.5977605,-71.98339514,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,104.3730276,170.5980309,-71.98316866,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,13.83189107,170.5975182,-71.98314519,yes
0,Cape Roget,2024-05-02-20-09-23_UMBRA-08_GEC.tif,14.73335853,170.5969812,-71.98331814,yes
